step,t,u,v,speed
1176,1.176,-0.194964,0.00700778,0.19509
1177,1.177,-0.194964,0.00700771,0.19509
1178,1.178,-0.194964,0.00700764,0.19509
1179,1.179,-0.194964,0.00700756,0.19509
1180,1.18,-0.194964,0.00700749,0.19509
1181,1.181,-0.194964,0.00700741,0.19509
1182,1.182,-0.194964,0.00700734,0.19509
1183,1.183,-0.194964,0.00700727,0.19509
1184,1.184,-0.194964,0.0070072,0.19509
1185,1.185,-0.194964,0.00700712,0.19509
1186,1.186,-0.194964,0.00700705,0.19509
1187,1.187,-0.194964,0.00700698,0.19509
1188,1.188,-0.194965,0.00700691,0.19509
1189,1.189,-0.194965,0.00700684,0.19509
1190,1.19,-0.194965,0.00700677,0.19509
1191,1.191,-0.194965,0.0070067,0.195091
1192,1.192,-0.194965,0.00700663,0.195091
1193,1.193,-0.194965,0.00700656,0.195091
1194,1.194,-0.194965,0.00700649,0.195091
1195,1.195,-0.194965,0.00700642,0.195091
1196,1.196,-0.194965,0.00700635,0.195091
1197,1.197,-0.194965,0.00700629,0.195091
1198,1.198,-0.194965,0.00700622,0.195091
1199,1.199,-0.194965,0.00700615,0.195091
1200,1.2,-0.194965,0.00700608,0.195091
1201,1.201,-0.194965,0.00700602,0.195091
1202,1.202,-0.194965,0.00700595,0.195091
1203,1.203,-0.194965,0.00700588,0.195091
1204,1.204,-0.194965,0.00700582,0.195091
1205,1.205,-0.194965,0.00700575,0.195091
1206,1.206,-0.194965,0.00700569,0.195091
1207,1.207,-0.194965,0.00700562,0.195091
1208,1.208,-0.194965,0.00700556,0.195091
1209,1.209,-0.194965,0.00700549,0.195091
1210,1.21,-0.194965,0.00700543,0.195091
1211,1.211,-0.194965,0.00700536,0.195091
1212,1.212,-0.194965,0.0070053,0.195091
1213,1.213,-0.194965,0.00700524,0.195091
1214,1.214,-0.194966,0.00700517,0.195091
1215,1.215,-0.194966,0.00700511,0.195091
1216,1.216,-0.194966,0.00700505,0.195091
1217,1.217,-0.194966,0.00700499,0.195091
1218,1.218,-0.194966,0.00700493,0.195091
1219,1.219,-0.194966,0.00700486,0.195091
1220,1.22,-0.194966,0.0070048,0.195091
1221,1.221,-0.194966,0.00700474,0.195092
1222,1.222,-0.194966,0.00700468,0.195092
1223,1.223,-0.194966,0.00700462,0.195092
1224,1.224,-0.194966,0.00700456,0.195092
1225,1.225,-0.194966,0.0070045,0.195092
1226,1.226,-0.194966,0.00700444,0.195092
1227,1.227,-0.194966,0.00700438,0.195092
1228,1.228,-0.194966,0.00700432,0.195092
1229,1.229,-0.194966,0.00700427,0.195092
1230,1.23,-0.194966,0.00700421,0.195092
1231,1.231,-0.194966,0.00700415,0.195092
1232,1.232,-0.194966,0.00700409,0.195092
1233,1.233,-0.194966,0.00700403,0.195092
1234,1.234,-0.194966,0.00700398,0.195092
1235,1.235,-0.194966,0.00700392,0.195092
1236,1.236,-0.194966,0.00700386,0.195092
1237,1.237,-0.194966,0.00700381,0.195092
1238,1.238,-0.194966,0.00700375,0.195092
1239,1.239,-0.194966,0.00700369,0.195092
1240,1.24,-0.194966,0.00700364,0.195092
1241,1.241,-0.194966,0.00700358,0.195092
1242,1.242,-0.194966,0.00700353,0.195092
1243,1.243,-0.194966,0.00700347,0.195092
1244,1.244,-0.194966,0.00700342,0.195092
1245,1.245,-0.194966,0.00700336,0.195092
1246,1.246,-0.194966,0.00700331,0.195092
1247,1.247,-0.194966,0.00700326,0.195092
1248,1.248,-0.194966,0.0070032,0.195092
1249,1.249,-0.194967,0.00700315,0.195092
1250,1.25,-0.194967,0.0070031,0.195092
1251,1.251,-0.194967,0.00700304,0.195092
1252,1.252,-0.194967,0.00700299,0.195092
1253,1.253,-0.194967,0.00700294,0.195092
1254,1.254,-0.194967,0.00700289,0.195092
1255,1.255,-0.194967,0.00700283,0.195092
1256,1.256,-0.194967,0.00700278,0.195092
1257,1.257,-0.194967,0.00700273,0.195092
1258,1.258,-0.194967,0.00700268,0.195092
1259,1.259,-0.194967,0.00700263,0.195092
1260,1.26,-0.194967,0.00700258,0.195092
1261,1.261,-0.194967,0.00700253,0.195093
1262,1.262,-0.194967,0.00700248,0.195093
1263,1.263,-0.194967,0.00700243,0.195093
1264,1.264,-0.194967,0.00700238,0.195093
1265,1.265,-0.194967,0.00700233,0.195093
1266,1.266,-0.194967,0.00700228,0.195093
1267,1.267,-0.194967,0.00700223,0.195093
1268,1.268,-0.194967,0.00700218,0.195093
1269,1.269,-0.194967,0.00700214,0.195093
1270,1.27,-0.194967,0.00700209,0.195093
1271,1.271,-0.194967,0.00700204,0.195093
1272,1.272,-0.194967,0.00700199,0.195093
1273,1.273,-0.194967,0.00700194,0.195093
1274,1.274,-0.194967,0.0070019,0.195093
1275,1.275,-0.194967,0.00700185,0.195093
1276,1.276,-0.194967,0.0070018,0.195093
1277,1.277,-0.194967,0.00700176,0.195093
1278,1.278,-0.194967,0.00700171,0.195093
1279,1.279,-0.194967,0.00700166,0.195093
1280,1.28,-0.194967,0.00700162,0.195093
1281,1.281,-0.194967,0.00700157,0.195093
1282,1.282,-0.194967,0.00700153,0.195093
1283,1.283,-0.194967,0.00700148,0.195093
1284,1.284,-0.194967,0.00700144,0.195093
1285,1.285,-0.194967,0.00700139,0.195093
1286,1.286,-0.194967,0.00700135,0.195093
1287,1.287,-0.194967,0.0070013,0.195093
1288,1.288,-0.194967,0.00700126,0.195093
1289,1.289,-0.194967,0.00700121,0.195093
1290,1.29,-0.194967,0.00700117,0.195093
1291,1.291,-0.194967,0.00700113,0.195093
1292,1.292,-0.194967,0.00700108,0.195093
1293,1.293,-0.194967,0.00700104,0.195093
1294,1.294,-0.194967,0.007001,0.195093
1295,1.295,-0.194967,0.00700095,0.195093
1296,1.296,-0.194967,0.00700091,0.195093
1297,1.297,-0.194967,0.00700087,0.195093
1298,1.298,-0.194968,0.00700083,0.195093
1299,1.299,-0.194968,0.00700079,0.195093
1300,1.3,-0.194968,0.00700074,0.195093
1301,1.301,-0.194968,0.0070007,0.195093
1302,1.302,-0.194968,0.00700066,0.195093
1303,1.303,-0.194968,0.00700062,0.195093
1304,1.304,-0.194968,0.00700058,0.195093
1305,1.305,-0.194968,0.00700054,0.195093
1306,1.306,-0.194968,0.0070005,0.195093
1307,1.307,-0.194968,0.00700046,0.195093
1308,1.308,-0.194968,0.00700042,0.195093
1309,1.309,-0.194968,0.00700038,0.195093
1310,1.31,-0.194968,0.00700034,0.195093
1311,1.311,-0.194968,0.0070003,0.195093
1312,1.312,-0.194968,0.00700026,0.195093
1313,1.313,-0.194968,0.00700022,0.195093
1314,1.314,-0.194968,0.00700018,0.195093
1315,1.315,-0.194968,0.00700014,0.195093
1316,1.316,-0.194968,0.0070001,0.195093
1317,1.317,-0.194968,0.00700007,0.195093
1318,1.318,-0.194968,0.00700003,0.195093
1319,1.319,-0.194968,0.00699999,0.195093
1320,1.32,-0.194968,0.00699995,0.195093
1321,1.321,-0.194968,0.00699991,0.195093
1322,1.322,-0.194968,0.00699988,0.195093
1323,1.323,-0.194968,0.00699984,0.195093
1324,1.324,-0.194968,0.0069998,0.195094
1325,1.325,-0.194968,0.00699977,0.195094
1326,1.326,-0.194968,0.00699973,0.195094
1327,1.327,-0.194968,0.00699969,0.195094
1328,1.328,-0.194968,0.00699966,0.195094
1329,1.329,-0.194968,0.00699962,0.195094
1330,1.33,-0.194968,0.00699958,0.195094
1331,1.331,-0.194968,0.00699955,0.195094
1332,1.332,-0.194968,0.00699951,0.195094
1333,1.333,-0.194968,0.00699948,0.195094
1334,1.334,-0.194968,0.00699944,0.195094
1335,1.335,-0.194968,0.00699941,0.195094
1336,1.336,-0.194968,0.00699937,0.195094
1337,1.337,-0.194968,0.00699934,0.195094
1338,1.338,-0.194968,0.0069993,0.195094
1339,1.339,-0.194968,0.00699927,0.195094
1340,1.34,-0.194968,0.00699923,0.195094
1341,1.341,-0.194968,0.0069992,0.195094
1342,1.342,-0.194968,0.00699917,0.195094
1343,1.343,-0.194968,0.00699913,0.195094
1344,1.344,-0.194968,0.0069991,0.195094
1345,1.345,-0.194968,0.00699906,0.195094
1346,1.346,-0.194968,0.00699903,0.195094
1347,1.347,-0.194968,0.006999,0.195094
1348,1.348,-0.194968,0.00699897,0.195094
1349,1.349,-0.194968,0.00699893,0.195094
1350,1.35,-0.194968,0.0069989,0.195094
1351,1.351,-0.194968,0.00699887,0.195094
1352,1.352,-0.194968,0.00699884,0.195094
1353,1.353,-0.194968,0.0069988,0.195094
1354,1.354,-0.194968,0.00699877,0.195094
1355,1.355,-0.194968,0.00699874,0.195094
1356,1.356,-0.194968,0.00699871,0.195094
1357,1.357,-0.194968,0.00699868,0.195094
1358,1.358,-0.194968,0.00699864,0.195094
1359,1.359,-0.194968,0.00699861,0.195094
1360,1.36,-0.194968,0.00699858,0.195094
1361,1.361,-0.194968,0.00699855,0.195094
1362,1.362,-0.194968,0.00699852,0.195094
1363,1.363,-0.194968,0.00699849,0.195094
1364,1.364,-0.194968,0.00699846,0.195094
1365,1.365,-0.194968,0.00699843,0.195094
1366,1.366,-0.194968,0.0069984,0.195094
1367,1.367,-0.194968,0.00699837,0.195094
1368,1.368,-0.194968,0.00699834,0.195094
1369,1.369,-0.194968,0.00699831,0.195094
1370,1.37,-0.194968,0.00699828,0.195094
1371,1.371,-0.194968,0.00699825,0.195094
1372,1.372,-0.194968,0.00699822,0.195094
1373,1.373,-0.194968,0.00699819,0.195094
1374,1.374,-0.194968,0.00699816,0.195094
1375,1.375,-0.194968,0.00699813,0.195094
1376,1.376,-0.194968,0.00699811,0.195094
1377,1.377,-0.194968,0.00699808,0.195094
1378,1.378,-0.194968,0.00699805,0.195094
1379,1.379,-0.194968,0.00699802,0.195094
1380,1.38,-0.194968,0.00699799,0.195094
1381,1.381,-0.194968,0.00699797,0.195094
1382,1.382,-0.194969,0.00699794,0.195094
1383,1.383,-0.194969,0.00699791,0.195094
1384,1.384,-0.194969,0.00699788,0.195094
1385,1.385,-0.194969,0.00699785,0.195094
1386,1.386,-0.194969,0.00699783,0.195094
1387,1.387,-0.194969,0.0069978,0.195094
1388,1.388,-0.194969,0.00699777,0.195094
1389,1.389,-0.194969,0.00699775,0.195094
1390,1.39,-0.194969,0.00699772,0.195094
1391,1.391,-0.194969,0.00699769,0.195094
1392,1.392,-0.194969,0.00699767,0.195094
1393,1.393,-0.194969,0.00699764,0.195094
1394,1.394,-0.194969,0.00699761,0.195094
1395,1.395,-0.194969,0.00699759,0.195094
1396,1.396,-0.194969,0.00699756,0.195094
1397,1.397,-0.194969,0.00699754,0.195094
1398,1.398,-0.194969,0.00699751,0.195094
1399,1.399,-0.194969,0.00699748,0.195094
1400,1.4,-0.194969,0.00699746,0.195094
1401,1.401,-0.194969,0.00699743,0.195094
1402,1.402,-0.194969,0.00699741,0.195094
1403,1.403,-0.194969,0.00699738,0.195094
1404,1.404,-0.194969,0.00699736,0.195094
1405,1.405,-0.194969,0.00699733,0.195094
1406,1.406,-0.194969,0.00699731,0.195094
1407,1.407,-0.194969,0.00699728,0.195094
1408,1.408,-0.194969,0.00699726,0.195094
1409,1.409,-0.194969,0.00699724,0.195094
1410,1.41,-0.194969,0.00699721,0.195094
1411,1.411,-0.194969,0.00699719,0.195094
1412,1.412,-0.194969,0.00699716,0.195094
1413,1.413,-0.194969,0.00699714,0.195094
1414,1.414,-0.194969,0.00699712,0.195094
1415,1.415,-0.194969,0.00699709,0.195094
1416,1.416,-0.194969,0.00699707,0.195094
1417,1.417,-0.194969,0.00699705,0.195094
1418,1.418,-0.194969,0.00699702,0.195094
1419,1.419,-0.194969,0.006997,0.195094
1420,1.42,-0.194969,0.00699698,0.195094
1421,1.421,-0.194969,0.00699695,0.195094
1422,1.422,-0.194969,0.00699693,0.195094
1423,1.423,-0.194969,0.00699691,0.195094
1424,1.424,-0.194969,0.00699689,0.195094
1425,1.425,-0.194969,0.00699686,0.195094
1426,1.426,-0.194969,0.00699684,0.195094
1427,1.427,-0.194969,0.00699682,0.195094
1428,1.428,-0.194969,0.0069968,0.195094
1429,1.429,-0.194969,0.00699677,0.195094
1430,1.43,-0.194969,0.00699675,0.195094
1431,1.431,-0.194969,0.00699673,0.195094
1432,1.432,-0.194969,0.00699671,0.195094
1433,1.433,-0.194969,0.00699669,0.195094
1434,1.434,-0.194969,0.00699667,0.195094
1435,1.435,-0.194969,0.00699665,0.195094
1436,1.436,-0.194969,0.00699662,0.195094
1437,1.437,-0.194969,0.0069966,0.195094
1438,1.438,-0.194969,0.00699658,0.195094
1439,1.439,-0.194969,0.00699656,0.195094
1440,1.44,-0.194969,0.00699654,0.195094
1441,1.441,-0.194969,0.00699652,0.195094
1442,1.442,-0.194969,0.0069965,0.195094
1443,1.443,-0.194969,0.00699648,0.195094
1444,1.444,-0.194969,0.00699646,0.195094
1445,1.445,-0.194969,0.00699644,0.195094
1446,1.446,-0.194969,0.00699642,0.195094
1447,1.447,-0.194969,0.0069964,0.195094
1448,1.448,-0.194969,0.00699638,0.195094
1449,1.449,-0.194969,0.00699636,0.195094
1450,1.45,-0.194969,0.00699634,0.195094
1451,1.451,-0.194969,0.00699632,0.195094
1452,1.452,-0.194969,0.0069963,0.195094
1453,1.453,-0.194969,0.00699628,0.195094
1454,1.454,-0.194969,0.00699626,0.195094
1455,1.455,-0.194969,0.00699624,0.195094
1456,1.456,-0.194969,0.00699622,0.195094
1457,1.457,-0.194969,0.0069962,0.195094
1458,1.458,-0.194969,0.00699618,0.195094
1459,1.459,-0.194969,0.00699616,0.195094
1460,1.46,-0.194969,0.00699615,0.195094
1461,1.461,-0.194969,0.00699613,0.195094
1462,1.462,-0.194969,0.00699611,0.195094
1463,1.463,-0.194969,0.00699609,0.195094
1464,1.464,-0.194969,0.00699607,0.195094
1465,1.465,-0.194969,0.00699605,0.195094
1466,1.466,-0.194969,0.00699603,0.195094
1467,1.467,-0.194969,0.00699602,0.195094
1468,1.468,-0.194969,0.006996,0.195094
1469,1.469,-0.194969,0.00699598,0.195095
1470,1.47,-0.194969,0.00699596,0.195095
1471,1.471,-0.194969,0.00699594,0.195095
1472,1.472,-0.194969,0.00699593,0.195095
1473,1.473,-0.194969,0.00699591,0.195095
1474,1.474,-0.194969,0.00699589,0.195095
1475,1.475,-0.194969,0.00699587,0.195095
1476,1.476,-0.194969,0.00699586,0.195095
1477,1.477,-0.194969,0.00699584,0.195095
1478,1.478,-0.194969,0.00699582,0.195095
1479,1.479,-0.194969,0.00699581,0.195095
1480,1.48,-0.194969,0.00699579,0.195095
1481,1.481,-0.194969,0.00699577,0.195095
1482,1.482,-0.194969,0.00699575,0.195095
1483,1.483,-0.194969,0.00699574,0.195095
1484,1.484,-0.194969,0.00699572,0.195095
1485,1.485,-0.194969,0.0069957,0.195095
1486,1.486,-0.194969,0.00699569,0.195095
1487,1.487,-0.194969,0.00699567,0.195095
1488,1.488,-0.194969,0.00699566,0.195095
1489,1.489,-0.194969,0.00699564,0.195095
1490,1.49,-0.194969,0.00699562,0.195095
1491,1.491,-0.194969,0.00699561,0.195095
1492,1.492,-0.194969,0.00699559,0.195095
1493,1.493,-0.194969,0.00699558,0.195095
1494,1.494,-0.194969,0.00699556,0.195095
1495,1.495,-0.194969,0.00699554,0.195095
1496,1.496,-0.194969,0.00699553,0.195095
1497,1.497,-0.194969,0.00699551,0.195095
1498,1.498,-0.194969,0.0069955,0.195095
1499,1.499,-0.194969,0.00699548,0.195095
1500,1.5,-0.194969,0.00699547,0.195095
1501,1.501,-0.194969,0.00699545,0.195095
1502,1.502,-0.194969,0.00699544,0.195095
1503,1.503,-0.194969,0.00699542,0.195095
1504,1.504,-0.194969,0.00699541,0.195095
1505,1.505,-0.194969,0.00699539,0.195095
1506,1.506,-0.194969,0.00699538,0.195095
1507,1.507,-0.194969,0.00699536,0.195095
1508,1.508,-0.194969,0.00699535,0.195095
1509,1.509,-0.194969,0.00699533,0.195095
1510,1.51,-0.194969,0.00699532,0.195095
1511,1.511,-0.194969,0.0069953,0.195095
1512,1.512,-0.194969,0.00699529,0.195095
1513,1.513,-0.194969,0.00699527,0.195095
1514,1.514,-0.194969,0.00699526,0.195095
1515,1.515,-0.194969,0.00699525,0.195095
1516,1.516,-0.194969,0.00699523,0.195095
1517,1.517,-0.194969,0.00699522,0.195095
1518,1.518,-0.194969,0.0069952,0.195095
1519,1.519,-0.194969,0.00699519,0.195095
1520,1.52,-0.194969,0.00699518,0.195095
1521,1.521,-0.194969,0.00699516,0.195095
1522,1.522,-0.194969,0.00699515,0.195095
1523,1.523,-0.194969,0.00699513,0.195095
1524,1.524,-0.194969,0.00699512,0.195095
1525,1.525,-0.194969,0.00699511,0.195095
1526,1.526,-0.194969,0.00699509,0.195095
1527,1.527,-0.194969,0.00699508,0.195095
1528,1.528,-0.194969,0.00699507,0.195095
1529,1.529,-0.194969,0.00699505,0.195095
1530,1.53,-0.194969,0.00699504,0.195095
1531,1.531,-0.194969,0.00699503,0.195095
1532,1.532,-0.194969,0.00699501,0.195095
1533,1.533,-0.194969,0.006995,0.195095
1534,1.534,-0.194969,0.00699499,0.195095
1535,1.535,-0.194969,0.00699498,0.195095
1536,1.536,-0.194969,0.00699496,0.195095
1537,1.537,-0.194969,0.00699495,0.195095
1538,1.538,-0.194969,0.00699494,0.195095
1539,1.539,-0.194969,0.00699492,0.195095
1540,1.54,-0.194969,0.00699491,0.195095
1541,1.541,-0.194969,0.0069949,0.195095
1542,1.542,-0.194969,0.00699489,0.195095
1543,1.543,-0.194969,0.00699488,0.195095
1544,1.544,-0.194969,0.00699486,0.195095
1545,1.545,-0.194969,0.00699485,0.195095
1546,1.546,-0.194969,0.00699484,0.195095
1547,1.547,-0.194969,0.00699483,0.195095
1548,1.548,-0.194969,0.00699481,0.195095
1549,1.549,-0.194969,0.0069948,0.195095
1550,1.55,-0.194969,0.00699479,0.195095
1551,1.551,-0.194969,0.00699478,0.195095
1552,1.552,-0.194969,0.00699477,0.195095
1553,1.553,-0.194969,0.00699476,0.195095
1554,1.554,-0.194969,0.00699474,0.195095
1555,1.555,-0.194969,0.00699473,0.195095
1556,1.556,-0.194969,0.00699472,0.195095
1557,1.557,-0.194969,0.00699471,0.195095
1558,1.558,-0.194969,0.0069947,0.195095
1559,1.559,-0.194969,0.00699469,0.195095
1560,1.56,-0.194969,0.00699468,0.195095
1561,1.561,-0.194969,0.00699466,0.195095
1562,1.562,-0.194969,0.00699465,0.195095
1563,1.563,-0.194969,0.00699464,0.195095
1564,1.564,-0.194969,0.00699463,0.195095
1565,1.565,-0.194969,0.00699462,0.195095
1566,1.566,-0.194969,0.00699461,0.195095
1567,1.567,-0.194969,0.0069946,0.195095
1568,1.568,-0.194969,0.00699459,0.195095
1569,1.569,-0.194969,0.00699458,0.195095
1570,1.57,-0.194969,0.00699457,0.195095
1571,1.571,-0.194969,0.00699455,0.195095
1572,1.572,-0.194969,0.00699454,0.195095
1573,1.573,-0.194969,0.00699453,0.195095
1574,1.574,-0.194969,0.00699452,0.195095
1575,1.575,-0.194969,0.00699451,0.195095
1576,1.576,-0.194969,0.0069945,0.195095
1577,1.577,-0.194969,0.00699449,0.195095
1578,1.578,-0.194969,0.00699448,0.195095
1579,1.579,-0.194969,0.00699447,0.195095
1580,1.58,-0.194969,0.00699446,0.195095
1581,1.581,-0.194969,0.00699445,0.195095
1582,1.582,-0.194969,0.00699444,0.195095
1583,1.583,-0.194969,0.00699443,0.195095
1584,1.584,-0.194969,0.00699442,0.195095
1585,1.585,-0.194969,0.00699441,0.195095
1586,1.586,-0.194969,0.0069944,0.195095
1587,1.587,-0.194969,0.00699439,0.195095
1588,1.588,-0.194969,0.00699438,0.195095
1589,1.589,-0.194969,0.00699437,0.195095
1590,1.59,-0.194969,0.00699436,0.195095
1591,1.591,-0.194969,0.00699435,0.195095
1592,1.592,-0.194969,0.00699434,0.195095
1593,1.593,-0.194969,0.00699433,0.195095
1594,1.594,-0.194969,0.00699432,0.195095
1595,1.595,-0.194969,0.00699431,0.195095
1596,1.596,-0.194969,0.00699431,0.195095
1597,1.597,-0.194969,0.0069943,0.195095
1598,1.598,-0.194969,0.00699429,0.195095
1599,1.599,-0.194969,0.00699428,0.195095
1600,1.6,-0.194969,0.00699427,0.195095
1601,1.601,-0.194969,0.00699426,0.195095
1602,1.602,-0.194969,0.00699425,0.195095
1603,1.603,-0.194969,0.00699424,0.195095
1604,1.604,-0.194969,0.00699423,0.195095
1605,1.605,-0.194969,0.00699422,0.195095
1606,1.606,-0.194969,0.00699421,0.195095
1607,1.607,-0.194969,0.00699421,0.195095
1608,1.608,-0.194969,0.0069942,0.195095
1609,1.609,-0.194969,0.00699419,0.195095
1610,1.61,-0.194969,0.00699418,0.195095
1611,1.611,-0.194969,0.00699417,0.195095
1612,1.612,-0.194969,0.00699416,0.195095
1613,1.613,-0.194969,0.00699415,0.195095
1614,1.614,-0.194969,0.00699414,0.195095
1615,1.615,-0.194969,0.00699414,0.195095
1616,1.616,-0.194969,0.00699413,0.195095
1617,1.617,-0.194969,0.00699412,0.195095
1618,1.618,-0.194969,0.00699411,0.195095
1619,1.619,-0.194969,0.0069941,0.195095
1620,1.62,-0.194969,0.00699409,0.195095
1621,1.621,-0.194969,0.00699409,0.195095
1622,1.622,-0.194969,0.00699408,0.195095
1623,1.623,-0.194969,0.00699407,0.195095
1624,1.624,-0.194969,0.00699406,0.195095
1625,1.625,-0.194969,0.00699405,0.195095
1626,1.626,-0.194969,0.00699405,0.195095
1627,1.627,-0.194969,0.00699404,0.195095
1628,1.628,-0.194969,0.00699403,0.195095
1629,1.629,-0.194969,0.00699402,0.195095
1630,1.63,-0.194969,0.00699401,0.195095
1631,1.631,-0.194969,0.00699401,0.195095
1632,1.632,-0.194969,0.006994,0.195095
1633,1.633,-0.194969,0.00699399,0.195095
1634,1.634,-0.194969,0.00699398,0.195095
1635,1.635,-0.194969,0.00699397,0.195095
1636,1.636,-0.194969,0.00699397,0.195095
1637,1.637,-0.194969,0.00699396,0.195095
1638,1.638,-0.194969,0.00699395,0.195095
1639,1.639,-0.194969,0.00699394,0.195095
1640,1.64,-0.194969,0.00699394,0.195095
1641,1.641,-0.194969,0.00699393,0.195095
1642,1.642,-0.194969,0.00699392,0.195095
1643,1.643,-0.194969,0.00699391,0.195095
1644,1.644,-0.194969,0.00699391,0.195095
1645,1.645,-0.194969,0.0069939,0.195095
1646,1.646,-0.194969,0.00699389,0.195095
1647,1.647,-0.194969,0.00699389,0.195095
1648,1.648,-0.194969,0.00699388,0.195095
1649,1.649,-0.194969,0.00699387,0.195095
1650,1.65,-0.194969,0.00699386,0.195095
1651,1.651,-0.194969,0.00699386,0.195095
1652,1.652,-0.194969,0.00699385,0.195095
1653,1.653,-0.194969,0.00699384,0.195095
1654,1.654,-0.194969,0.00699384,0.195095
1655,1.655,-0.194969,0.00699383,0.195095
1656,1.656,-0.194969,0.00699382,0.195095
1657,1.657,-0.194969,0.00699382,0.195095
1658,1.658,-0.194969,0.00699381,0.195095
1659,1.659,-0.194969,0.0069938,0.195095
1660,1.66,-0.194969,0.0069938,0.195095
1661,1.661,-0.194969,0.00699379,0.195095
1662,1.662,-0.194969,0.00699378,0.195095
1663,1.663,-0.194969,0.00699378,0.195095
1664,1.664,-0.194969,0.00699377,0.195095
1665,1.665,-0.194969,0.00699376,0.195095
1666,1.666,-0.194969,0.00699376,0.195095
1667,1.667,-0.194969,0.00699375,0.195095
1668,1.668,-0.194969,0.00699374,0.195095
1669,1.669,-0.194969,0.00699374,0.195095
1670,1.67,-0.194969,0.00699373,0.195095
1671,1.671,-0.194969,0.00699372,0.195095
1672,1.672,-0.194969,0.00699372,0.195095
1673,1.673,-0.194969,0.00699371,0.195095
1674,1.674,-0.194969,0.0069937,0.195095
1675,1.675,-0.194969,0.0069937,0.195095
1676,1.676,-0.194969,0.00699369,0.195095
1677,1.677,-0.194969,0.00699369,0.195095
1678,1.678,-0.194969,0.00699368,0.195095
1679,1.679,-0.194969,0.00699367,0.195095
1680,1.68,-0.194969,0.00699367,0.195095
1681,1.681,-0.194969,0.00699366,0.195095
1682,1.682,-0.194969,0.00699366,0.195095
1683,1.683,-0.194969,0.00699365,0.195095
1684,1.684,-0.194969,0.00699364,0.195095
1685,1.685,-0.194969,0.00699364,0.195095
1686,1.686,-0.194969,0.00699363,0.195095
1687,1.687,-0.194969,0.00699363,0.195095
1688,1.688,-0.194969,0.00699362,0.195095
1689,1.689,-0.194969,0.00699361,0.195095
1690,1.69,-0.194969,0.00699361,0.195095
1691,1.691,-0.194969,0.0069936,0.195095
1692,1.692,-0.194969,0.0069936,0.195095
1693,1.693,-0.194969,0.00699359,0.195095
1694,1.694,-0.194969,0.00699359,0.195095
1695,1.695,-0.194969,0.00699358,0.195095
1696,1.696,-0.194969,0.00699357,0.195095
1697,1.697,-0.194969,0.00699357,0.195095
1698,1.698,-0.194969,0.00699356,0.195095
1699,1.699,-0.194969,0.00699356,0.195095
1700,1.7,-0.194969,0.00699355,0.195095
1701,1.701,-0.194969,0.00699355,0.195095
1702,1.702,-0.194969,0.00699354,0.195095
1703,1.703,-0.19497,0.00699354,0.195095
1704,1.704,-0.19497,0.00699353,0.195095
1705,1.705,-0.19497,0.00699353,0.195095
1706,1.706,-0.19497,0.00699352,0.195095
1707,1.707,-0.19497,0.00699352,0.195095
1708,1.708,-0.19497,0.00699351,0.195095
1709,1.709,-0.19497,0.0069935,0.195095
1710,1.71,-0.19497,0.0069935,0.195095
1711,1.711,-0.19497,0.00699349,0.195095
1712,1.712,-0.19497,0.00699349,0.195095
1713,1.713,-0.19497,0.00699348,0.195095
1714,1.714,-0.19497,0.00699348,0.195095
1715,1.715,-0.19497,0.00699347,0.195095
1716,1.716,-0.19497,0.00699347,0.195095
1717,1.717,-0.19497,0.00699346,0.195095
1718,1.718,-0.19497,0.00699346,0.195095
1719,1.719,-0.19497,0.00699345,0.195095
1720,1.72,-0.19497,0.00699345,0.195095
1721,1.721,-0.19497,0.00699344,0.195095
1722,1.722,-0.19497,0.00699344,0.195095
1723,1.723,-0.19497,0.00699343,0.195095
1724,1.724,-0.19497,0.00699343,0.195095
1725,1.725,-0.19497,0.00699342,0.195095
1726,1.726,-0.19497,0.00699342,0.195095
1727,1.727,-0.19497,0.00699342,0.195095
1728,1.728,-0.19497,0.00699341,0.195095
1729,1.729,-0.19497,0.00699341,0.195095
1730,1.73,-0.19497,0.0069934,0.195095
1731,1.731,-0.19497,0.0069934,0.195095
1732,1.732,-0.19497,0.00699339,0.195095
1733,1.733,-0.19497,0.00699339,0.195095
1734,1.734,-0.19497,0.00699338,0.195095
1735,1.735,-0.19497,0.00699338,0.195095
1736,1.736,-0.19497,0.00699337,0.195095
1737,1.737,-0.19497,0.00699337,0.195095
1738,1.738,-0.19497,0.00699336,0.195095
1739,1.739,-0.19497,0.00699336,0.195095
1740,1.74,-0.19497,0.00699336,0.195095
1741,1.741,-0.19497,0.00699335,0.195095
1742,1.742,-0.19497,0.00699335,0.195095
1743,1.743,-0.19497,0.00699334,0.195095
1744,1.744,-0.19497,0.00699334,0.195095
1745,1.745,-0.19497,0.00699333,0.195095
1746,1.746,-0.19497,0.00699333,0.195095
1747,1.747,-0.19497,0.00699333,0.195095
1748,1.748,-0.19497,0.00699332,0.195095
1749,1.749,-0.19497,0.00699332,0.195095
1750,1.75,-0.19497,0.00699331,0.195095
1751,1.751,-0.19497,0.00699331,0.195095
1752,1.752,-0.19497,0.0069933,0.195095
1753,1.753,-0.19497,0.0069933,0.195095
1754,1.754,-0.19497,0.0069933,0.195095
1755,1.755,-0.19497,0.00699329,0.195095
1756,1.756,-0.19497,0.00699329,0.195095
1757,1.757,-0.19497,0.00699328,0.195095
1758,1.758,-0.19497,0.00699328,0.195095
